@relation TestingSimpsonsRelation

@attribute age numeric
@attribute genre {M,F}
@attribute height {Short,Big}
@attribute weight numeric
@attribute topClothesColor {Red,Orange,White,Blue,Yellow,None,Green,Pink,Grey}
@attribute bottomClothesColor {Red,Orange,White,Blue,Yellow,None,Green,Pink,Grey}
@attribute shoesColor {Red,Orange,White,Blue,Yellow,None,Green,Pink,Grey}
@attribute hairColor {Red,Orange,White,Blue,Yellow,None,Green,Pink,Grey}
@attribute whichSimpson {Bart,Lisa,Homer}

@data
14,F,Big,46.294844,Orange,White,Blue,Red,Bart
8,F,Short,38.463401,Blue,None,Orange,None,Lisa
34,M,Short,92.46872,Yellow,Red,White,Blue,Homer
11,F,Short,39.077856,Blue,Orange,Blue,Blue,Lisa
5,M,Big,60.932646,None,Green,White,Red,Lisa
25,F,Big,49.076956,Blue,Yellow,White,White,Bart
37,F,Big,114.328233,Green,Green,White,White,Homer
19,M,Short,49.868623,Green,White,Blue,White,Bart
14,F,Short,34.080688,Red,Red,Red,Green,Lisa
23,F,Short,57.923436,Orange,Green,Blue,Green,Bart
21,M,Big,79.003581,None,Green,Green,Red,Bart
9,M,Short,56.489707,Blue,None,None,Green,Lisa
9,M,Short,43.181084,None,None,None,Blue,Lisa
11,F,Big,50.803706,Red,White,Blue,Red,Bart
23,M,Short,75.483229,Yellow,Green,Green,Red,Bart
25,M,Short,67.504993,Yellow,Green,None,Yellow,Bart
40,F,Short,122.246559,Orange,Red,Red,Yellow,Homer
37,M,Short,119.329126,Green,Red,Green,Green,Homer
6,F,Short,44.669505,Red,Yellow,None,None,Lisa
13,F,Big,77.857616,White,Red,Red,Orange,Bart
12,M,Short,65.12764,Red,White,Green,None,Bart
36,M,Short,122.425186,Blue,Orange,Blue,Green,Homer
43,M,Short,130.926328,Red,Yellow,Yellow,White,Homer
10,F,Big,63.857989,Green,Red,Red,Orange,Lisa
12,M,Big,53.736769,Blue,Green,None,Red,Bart
11,M,Short,37.395724,Blue,Blue,White,Yellow,Lisa
13,M,Short,26.815933,Yellow,Green,None,Red,Lisa
16,F,Big,49.200603,None,Blue,Orange,Blue,Bart
32,M,Big,91.429265,Yellow,Orange,Red,Orange,Homer
8,F,Short,50.27213,Yellow,Blue,Green,White,Lisa
17,M,Short,45.755495,White,Green,Orange,Blue,Lisa
31,M,Big,130.085391,Yellow,None,White,White,Homer
44,F,Big,120.605293,Red,Orange,Blue,None,Homer
16,M,Big,48.733021,Blue,Blue,Orange,Blue,Lisa
11,F,Short,38.617406,Blue,Red,Green,Red,Lisa
43,F,Big,110.258964,White,Yellow,White,Yellow,Homer
12,M,Short,65.032242,Yellow,Green,Blue,None,Bart
9,M,Short,39.875265,Orange,Blue,Red,None,Lisa
9,M,Short,66.894009,Green,Green,Yellow,White,Lisa
16,F,Big,63.610473,Orange,Blue,White,Yellow,Lisa
43,F,Big,132.789972,Blue,None,Green,Green,Homer
11,M,Short,28.68998,Green,Orange,White,Red,Lisa
33,F,Short,122.314699,Yellow,None,White,None,Homer
17,M,Big,50.08096,Yellow,Blue,Yellow,None,Bart
9,M,Short,39.244561,White,Green,Blue,Blue,Lisa
